Order,PlotNo,Date,Year,Forager ID,StartTime,StopTime,Duration_min,Species,CommonName,PartCollected,GrossWt_lb,GrossWt_n,EdibleWt_lb,EdibleWt_g,EdibleWt_n,ProcessingTime_min,excel_row,exclusion
86.0,Plot18,2015-08-27,2015,24,12:36:00,13:26:00,50,Pelargonium lobatum,platblaar patat,Tuber,,,0.05,22.68,1.0,,172,
93.0,Plot19,2015-09-02,2015,24,12:04:00,12:31:00,27,Babiana patula,bobbejaantjie,Corm,0.015,3.0,0.01,4.54,3.0,1,173,
96.0,Plot19,2016-09-04,2016,24,08:39:00,09:00:00,21,Babiana patula,bobbejaantjie,Corm,,,0.04,18.14,2.0,,174,
104.0,Plot02,2016-09-01,2016,24,10:15:00,13:00:00,165,Cyphia digitata,baroe,Tuber,,,0.07,31.75,2.0,,175,
105.0,Plot02,2016-09-01,2016,24,10:15:00,13:00:00,165,Eriospermum sp,Takblaar,Tuber,,,0.11,49.9,5.0,,176,author species exclusion
106.0,Plot02,2016-09-01,2016,24,10:15:00,13:00:00,165,Satyrium longicolle,,Tuber,0.18,22.0,0.11,49.9,22.0,,177,
108.0,Plot02,2016-09-01,2016,24,10:15:00,13:00:00,165,Unknown sp 3,Krismis blom,,0.09,5.0,,0.0,,,178,author species exclusion
113.0,Plot20,2015-09-03,2015,24,09:24:00,11:34:00,130,Babiana patula,bobbejaantjie,Corm,0.01,1.0,0.01,4.54,1.0,0.5,179,
114.0,Plot20,2015-09-03,2015,24,09:24:00,11:34:00,130,Pelargonium repaceum,,Tuber,0.105,16.0,0.09,40.82,16.0,0.5,180,
117.0,Plot20,2015-09-03,2015,24,09:24:00,11:34:00,130,Satyrium longicolle,Satyrium spp. (1 and 2),Tuber,0.125,40.0,0.075,34.02,40.0,0.5,181,
118.0,Plot20,2015-09-03,2015,24,09:24:00,11:34:00,130,Unknown sp 11,?,,,,0.02,9.07,5.0,,182,author species exclusion
129.0,Plot03,2016-08-30,2016,24,15:30:00,16:30:00,60,Babiana patula,bobbejaantjie,Corm,0.07,4.0,0.04,18.14,4.0,,183,
148.0,Plot05,2016-09-02,2016,24,13:22:00,15:39:00,137,Oxalis pes-caprae,suuring,Leaves,,,0.36,163.29,934.04,,184,author part exclusion
155.0,Plot06,2016-09-03,2016,24,10:15:00,11:01:00,46,Chasmanthe aethiopica,pypie,Corm,,,0.21,95.25,25.0,,185,
170.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Babiana patula,bobbejaantjie,Corm,0.025,1.0,0.02,9.07,1.0,,186,
172.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Drimia elata,plat kleinblaar,Bulb,,,0.05,22.68,13.0,,187,author species exclusion
173.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Eriospermum pubescens,hairy satyrium,Tuber,0.045,9.0,0.045,20.41,9.0,,188,author species exclusion
175.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Hyacinthaceae,? Anna,Bulb,0.035,6.0,0.025,11.34,1.0,,189,author species exclusion
176.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Pelargonium lobatum,platblaar patat,Tuber,,,0.065,29.48,4.0,,190,
177.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Tritonia crocata,kalkoentjie,Corm,0.165,51.0,0.07,31.75,51.0,,191,
178.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Tritonia crocata,kalkoentjie,Corm,0.14,95.0,0.07,31.75,95.0,15,192,
180.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Unknown sp 8,purple stem,,0.02,1.0,0.015,6.8,1.0,,193,author species exclusion
181.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Unknown sp 1,tight lachenalia,Bulb,0.06,2.0,0.05,22.68,2.0,1,194,author species exclusion
182.0,Plot08,2015-10-06,2015,24,11:02:00,12:45:00,103,Boophone guttata,hairy catcher,Bulb,0.035,2.0,0.034,15.42,2.0,1,195,author species exclusion
190.0,Plot08,2016-08-30,2016,24,13:30:00,14:31:00,61,Babiana patula,bobbejaantjie,Corm,0.07,4.0,0.04,18.14,4.0,,196,
191.0,Plot08,2016-08-30,2016,24,13:30:00,14:31:00,61,Tritonia crocata,Hanekammetjie,Corm,,,0.32,145.15,60.0,,197,
194.0,Plot08,2016-08-30,2016,24,13:30:00,14:31:00,61,Pelargonium lobatum,platblaar patat,Tuber,,,0.32,145.15,5.0,,198,
199.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Unknown sp 5,??,,0.025,5.0,,0.0,,,199,author species exclusion
200.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Albuca goswinii,?,Bulb,0.15,33.0,0.115,52.16,33.0,,200,author species exclusion
202.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Cyphia digitata,baroe,Tuber,,,0.055,24.95,2.0,,201,
204.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Hyacinthaceae,Anna ?,Bulb,,4.0,,0.0,,,202,author species exclusion
205.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Ledebouria sp,Lachenalia sp,Bulb,0.275,,0.205,92.99,5.0,1,203,author species exclusion
206.0,Plot09,2015-10-06,2015,24,15:35:00,16:52:00,77,Tritonia crocata,kalkoentjie,Corm,0.055,33.0,0.025,11.34,33.0,,204,
211.0,Plot09,2016-08-30,2016,24,10:35:00,12:03:00,88,Cyphia digitata,baroe,Tuber,,,0.34,154.22,4.0,,205,
213.0,Plot09,2016-08-30,2016,24,10:35:00,12:03:00,88,Eriospermum pubescens,,Tuber,,,0.08,36.29,5.0,,206,author species exclusion
214.0,Plot09,2016-08-30,2016,24,10:35:00,12:03:00,88,Tritonia crocata,kalkoentjie,Corm,0.1,21.0,0.03,13.61,21.0,,207,
225.0,Plot01,2017-09-01,2017,24,14:30:00,14:50:00,20,Cyphia digitata,baroe,Tuber,,,0.04,18.14,1.0,,208,
226.0,Plot11,2017-09-01,2017,24,11:55:00,12:12:00,17,Conicosia pugioniformis,varkwortel,Root,,,0.13,58.97,4.0,,209,
227.0,Plot11,2017-09-01,2017,24,11:55:00,12:12:00,17,Pelargonium triste,kaneelbol,Tuber,,,0.07,31.75,5.0,,210,
229.0,Plot14,2017-09-01,2017,24,13:15:00,14:00:00,45,Babiana patula,bobbejaantjie,Corm,,,0.03,13.61,1.0,,211,
230.0,Plot14,2017-09-01,2017,24,13:15:00,14:00:00,45,Pelargonium lobatum,platblaar patat,Tuber,,,0.07,31.75,2.0,,212,
231.0,Plot14,2017-09-01,2017,24,13:15:00,14:00:00,45,Cyphia digitata,baroe,Tuber,,,0.05,22.68,2.0,,213,
233.0,Plot15,2017-09-01,2017,24,11:19:00,11:47:00,28,Pelargonium triste,kaneelbol,Tuber,,,0.25,113.4,3.0,,214,
234.0,Plot15,2017-09-01,2017,24,11:19:00,11:47:00,28,Pelargonium lobatum,platblaar patat,Tuber,,,0.07,31.75,4.0,,215,
237.0,Plot16,2017-09-01,2017,24,09:00:00,09:40:00,40,Chasmanthe aethiopica,pypie,Corm,,,0.1,45.36,12.0,,216,
238.0,Plot16,2017-09-01,2017,24,09:00:00,09:40:00,40,Kedrostis nana,,Tuber,,,0.62,281.23,2.0,,217,
239.0,Plot16,2017-09-01,2017,24,09:00:00,09:40:00,40,Euphorbia burmannii,,,,,0.6,272.16,457.0,,218,author species exclusion
240.0,Plot16,2017-09-01,2017,24,09:00:00,09:40:00,40,Freesia alba,Hanekammetjie,Corm,,,0.04,18.14,3.0,,219,
242.0,Plot17,2017-09-01,2017,24,10:19:00,10:41:00,22,Kedrostis nana,,Tuber,,,1.14,517.09,6.0,,220,
243.0,Plot19,2017-09-01,2017,24,15:55:00,16:25:00,30,Babiana patula,bobbejaantjie,Corm,,,0.03,13.61,2.0,,221,
245.0,Plot19,2017-09-01,2017,24,15:55:00,16:25:00,30,Unknown sp 7,Albuca?,,,,0.04,18.14,2.0,,222,author species exclusion
246.0,Plot19,2017-09-01,2017,24,15:55:00,16:25:00,30,Unknown sp 2,Unknown piekenien,,,,0.01,4.54,2.0,,223,author species exclusion
248.0,Plot02,2017-09-02,2017,24,14:00:00,15:02:00,62,Gladiolus teretifolius,Rooi pypie,Corm,,,0.1,45.36,6.0,,224,
251.0,Plot06,2017-09-02,2017,24,10:32:00,10:40:00,8,Chasmanthe aethiopica,pypie,Corm,,,0.06,27.22,5.0,,225,
253.0,Plot07,2017-09-02,2017,24,10:19:00,10:41:00,22,Satyrium carneum,,Tuber,,,0.23,104.33,9.0,,226,
254.0,Plot07,2017-09-02,2017,24,10:19:00,10:41:00,22,Babiana ambigua,bobbejaantjie,Corm,,,0.12,54.43,21.0,,227,
256.0,Plot12,2017-09-02,2017,24,09:17:00,09:52:00,35,Pelargonium lobatum,platblaar patat,Tuber,,,0.13,58.97,2.0,,228,
257.0,Plot12,2017-09-02,2017,24,09:17:00,09:52:00,35,Babiana ambigua,bobbejaantjie,Corm,,,0.07,31.75,7.0,,229,
262.0,Plot20,2017-09-02,2017,24,13:02:00,13:26:00,24,Satyrium longicolle,Satyrium gloss,Tuber,,,0.03,13.61,3.0,,230,
